Unnamed: 0,property_type,location,price_lakh,rate_per_sqft,total_sqft,status,city
2654,Residential Plot,Mirkhanpet,14.93,855,1746.0,New,Hyderabad
2655,Residential Plot,Bhuvanagiri,31.2,1444,2160.0,New,Hyderabad
2656,Residential Plot,Kothur,54.0,3000,1800.0,Resale,Hyderabad
2657,Residential Plot,Mirkhanpet,13.62,855,1593.0,New,Hyderabad
2658,Residential Plot,Mucherla,12.7,855,1485.0,New,Hyderabad
2659,Residential Plot,Mirkhanpet,11.62,855,1359.0,New,Hyderabad
2660,Residential Plot,Mirkhanpet,15.86,1055,1503.0,New,Hyderabad
2661,Residential Plot,Mirkhanpet,20.9,1055,1980.0,New,Hyderabad
2662,Residential Plot,Mirkhanpet,20.71,1055,1962.0,New,Hyderabad
2663,Residential Plot,Mirkhanpet,19.0,1055,1800.0,New,Hyderabad
2664,Residential Plot,Mirkhanpet,17.38,1055,1647.0,New,Hyderabad
2665,Residential Plot,Mirkhanpet,17.76,1055,1683.0,New,Hyderabad
2666,Residential Plot,Mirkhanpet,17.1,1055,1620.0,New,Hyderabad
2667,Residential Plot,Mirkhanpet,25.36,1055,2403.0,New,Hyderabad
2668,Residential Plot,Mirkhanpet,21.28,1055,2016.0,New,Hyderabad
2669,Residential Plot,Mirkhanpet,21.09,1055,1998.0,New,Hyderabad
2670,Residential Plot,Mucherla,12.07,888,1359.0,New,Hyderabad
2671,Residential Plot,Mucherla,11.75,888,1323.0,New,Hyderabad
2672,Residential Plot,Mirkhanpet,14.39,888,1620.0,New,Hyderabad
2673,Residential Plot,Mucherla,14.15,888,1593.0,New,Hyderabad
2674,Residential Plot,Mucherla,14.23,888,1602.0,New,Hyderabad
2675,Residential Plot,Mirkhanpet,13.19,888,1485.0,New,Hyderabad
2676,Residential Plot,Mucherla,15.91,888,1791.0,New,Hyderabad
2677,Residential Plot,Mirkhanpet,15.19,888,1710.0,New,Hyderabad
2678,Residential Plot,Mirkhanpet,14.63,888,1647.0,New,Hyderabad
2679,Residential Plot,Mirkhanpet,15.51,888,1746.0,New,Hyderabad
2680,Residential Plot,Mirkhanpet,13.62,855,1593.0,New,Hyderabad
2681,Residential Plot,Mucherla,12.7,855,1485.0,New,Hyderabad
2682,Residential Plot,NH765,12.5,1183,1056.0,New,Hyderabad
2683,Residential Plot,Mirkhanpet,14.63,888,1647.0,New,Hyderabad
2684,Residential Plot,Mirkhanpet,14.39,888,1620.0,New,Hyderabad
2685,Residential Plot,Mirkhanpet,15.91,888,1791.0,New,Hyderabad
2686,Residential Plot,Mirkhanpet,15.19,888,1710.0,New,Hyderabad
2687,Residential Plot,Mirkhanpet,15.51,888,1746.0,New,Hyderabad
2688,Residential Plot,Mirkhanpet,23.99,888,2700.0,New,Hyderabad
2689,Residential Plot,Mirkhanpet,19.43,888,2187.0,New,Hyderabad
2690,Residential Plot,Mucherla,17.59,888,1980.0,New,Hyderabad
2691,Residential Plot,Mirkhanpet,26.15,888,2943.0,New,Hyderabad
2692,Residential Plot,Mirkhanpet,17.11,888,1926.0,New,Hyderabad
2693,Residential Plot,Mirkhanpet,11.75,888,1323.0,New,Hyderabad
2694,Residential Plot,Mucherla,14.63,888,1647.0,New,Hyderabad
2695,Residential Plot,Mirkhanpet,14.39,888,1620.0,New,Hyderabad
2696,Residential Plot,Mirkhanpet,14.23,888,1602.0,New,Hyderabad
2697,Residential Plot,Mucherla,14.15,888,1593.0,New,Hyderabad
2698,Residential Plot,Mirkhanpet,13.19,888,1485.0,New,Hyderabad
2699,Residential Plot,Mucherla,12.07,888,1359.0,New,Hyderabad
2700,Residential Plot,Meerkhanpet,28.86,1444,1998.0,New,Hyderabad
2701,Residential Plot,Mankhal,47.99,2222,2160.0,New,Hyderabad
2702,Residential Plot,Yacharam,18.33,1055,1737.0,New,Hyderabad
2703,Residential Plot,Yacharam,19.99,1111,1800.0,New,Hyderabad
2704,Residential Plot,Meerkhanpet,17.1,1055,1620.0,New,Hyderabad
2705,Residential Plot,Ghatkesar,21.0,1555,1350.0,New,Hyderabad
2706,Residential Plot,Meerkhanpet,20.89,1055,1980.0,New,Hyderabad
2707,Residential Plot,Meerkhanpet,32.5,1444,2250.0,New,Hyderabad
2708,Residential Plot,Suryapet,7.5,833,900.0,New,Hyderabad
2709,Residential Plot,Balapur,64.0,3556,1800.0,New,Hyderabad
2710,Residential Plot,Balapur,506.0,3556,14247.0,New,Hyderabad
2711,Residential Plot,Balapur,151.0,3556,4257.0,New,Hyderabad
2712,Residential Plot,Balapur,480.0,3556,13500.0,New,Hyderabad
2713,Residential Plot,Balapur,129.0,3556,3636.0,New,Hyderabad
2714,Residential Plot,Balapur,120.0,3556,3375.0,New,Hyderabad
2715,Residential Plot,Balapur,796.0,3556,22392.0,New,Hyderabad
2716,Residential Plot,Balapur,97.29,3556,2736.0,New,Hyderabad
2717,Residential Plot,Balapur,73.6,3556,2070.0,New,Hyderabad
2718,Residential Plot,Balapur,280.0,3556,7875.0,New,Hyderabad
2719,Residential Plot,Balapur,159.0,3556,4482.0,New,Hyderabad
2720,Residential Plot,Mirkhanpet,17.38,1055,1647.0,New,Hyderabad
2721,Residential Plot,Mirkhanpet,25.36,1055,2403.0,New,Hyderabad
2722,Residential Plot,Shadnagar,10.0,669,1494.0,New,Hyderabad
2723,Residential Plot,Bandaraviryal,36.0,2000,1800.0,New,Hyderabad
2724,Residential Plot,Mirkhanpet,14.72,1055,1395.0,New,Hyderabad
2725,Residential Plot,Mirkhanpet,17.11,888,1926.0,New,Hyderabad
2726,Residential Plot,Bhongir,18.29,1111,1647.0,New,Hyderabad
2727,Residential Plot,Tukkuguda,56.0,2592,2160.0,New,Hyderabad
2728,Residential Plot,Meerkhanpet,29.0,1611,1800.0,New,Hyderabad
2729,Residential Plot,Meerkhanpet,29.0,1611,1800.0,New,Hyderabad
2730,Residential Plot,Tukkuguda,56.0,2592,2160.0,New,Hyderabad
2731,Residential Plot,Wangapalli,17.25,1277,1350.0,New,Hyderabad
2732,Residential Plot,Meerkhanpet,32.0,1777,1800.0,New,Hyderabad
2733,Residential Plot,Alair,8.0,888,900.0,New,Hyderabad
2734,Residential Plot,Nandiwanaparthy,16.0,1077,1485.0,New,Hyderabad
2735,Residential Plot,Meerkhanpet,15.67,1184,1323.0,New,Hyderabad
2736,Residential Plot,Meerkhanpet,15.67,1184,1323.0,New,Hyderabad
2737,Residential Plot,Bhongir,12.0,1111,1080.0,New,Hyderabad
2738,Residential Plot,Bibinagar,20.88,1389,1503.0,New,Hyderabad
2739,Residential Plot,Tukkuguda,56.0,2592,2160.0,New,Hyderabad
2740,Residential Plot,Rudraram,65.0,2889,2250.0,New,Hyderabad
2741,Residential Plot,Rudraram,65.0,2889,2250.0,New,Hyderabad
2742,Residential Plot,Rudraram,67.6,2889,2340.0,New,Hyderabad
2743,Residential Plot,Rudraram,67.6,2889,2340.0,New,Hyderabad
2744,Residential Plot,Rudraram,59.8,2889,2070.0,New,Hyderabad
2745,Residential Plot,Rudraram,59.8,2889,2070.0,New,Hyderabad
2746,Residential Plot,Thimmapur,92.01,2556,3600.0,New,Hyderabad
2747,Residential Plot,Thimmapur,38.41,2556,1503.0,New,Hyderabad
2748,Residential Plot,Thimmapur,69.01,2556,2700.0,New,Hyderabad
2749,Residential Plot,Maheshwaram,19.36,889,2178.0,New,Hyderabad
2750,Residential Plot,Maheshwaram,9.68,889,1089.0,New,Hyderabad
2751,Residential Plot,Maheshwaram,30.0,1667,1800.0,New,Hyderabad
2752,Residential Plot,Maheshwaram,26.7,1667,1602.0,New,Hyderabad
2753,Residential Plot,Maheshwaram,25.05,1667,1503.0,New,Hyderabad
2754,Residential Plot,Maheshwaram,24.0,1667,1440.0,New,Hyderabad
2755,Residential Plot,Maheshwaram,45.0,1667,2700.0,New,Hyderabad
2756,Residential Plot,Maheshwaram,27.45,1667,1647.0,New,Hyderabad
2757,Residential Plot,Maheshwaram,22.5,1667,1350.0,New,Hyderabad
2758,Residential Plot,Maheshwaram,20.25,1667,1215.0,New,Hyderabad
2759,Residential Plot,Maheshwaram,37.5,1667,2250.0,New,Hyderabad
2760,Residential Plot,Shadnagar,83.98,1888,4446.0,New,Hyderabad
2761,Residential Plot,Yadagirigutta,8.95,588,1521.0,New,Hyderabad
2762,Residential Plot,Yadagirigutta,8.85,588,1503.0,New,Hyderabad
2763,Residential Plot,Yadagirigutta,8.58,588,1458.0,New,Hyderabad
2764,Residential Plot,Yadagirigutta,8.42,588,1431.0,New,Hyderabad
2765,Residential Plot,Yadagirigutta,8.37,588,1422.0,New,Hyderabad
2766,Residential Plot,Shadnagar,22.78,1888,1206.0,New,Hyderabad
2767,Residential Plot,Mirkhanpet,13.26,944,1404.0,New,Hyderabad
2768,Residential Plot,Shadnagar,21.08,1888,1116.0,New,Hyderabad
2769,Residential Plot,Mucherla,24.52,833,2943.0,New,Hyderabad
2770,Residential Plot,Mirkhanpet,16.5,833,1980.0,New,Hyderabad
2771,Residential Plot,Mirkhanpet,14.92,833,1791.0,New,Hyderabad
2772,Residential Plot,Mirkhanpet,14.55,833,1746.0,New,Hyderabad
2773,Residential Plot,Mirkhanpet,13.72,833,1647.0,New,Hyderabad
2774,Residential Plot,Shadnagar,19.38,1888,1026.0,New,Hyderabad
2775,Residential Plot,Shadnagar,17.68,1888,936.0,New,Hyderabad
2776,Residential Plot,Mirkhanpet,12.37,833,1485.0,New,Hyderabad
2777,Residential Plot,Mirkhanpet,11.32,833,1359.0,New,Hyderabad
2778,Residential Plot,Bhuvanagiri,45.0,4261,1056.0,New,Hyderabad
2779,Residential Plot,Bhuvanagiri,30.15,2855,1056.0,New,Hyderabad
2780,Residential Plot,BB Nagar,18.25,1728,1056.0,New,Hyderabad
2781,Residential Plot,BB Nagar,17.5,1657,1056.0,Resale,Hyderabad
2782,Residential Plot,Shadnagar,13.46,1274,1056.0,New,Hyderabad
2783,Residential Plot,Warangal Highway Aler,9.0,852,1056.0,New,Hyderabad
2784,Residential Plot,Yadagirigutta,6.0,555,1080.0,New,Hyderabad
2785,Residential Plot,Mucherla,37.84,1266,2988.0,New,Hyderabad
2786,Residential Plot,Nandigama,26.0,1729,1503.0,New,Hyderabad
2787,Residential Plot,Shadnagar,9.1,861,1056.0,New,Hyderabad
2788,Residential Plot,Narayan Kher,4.0,378,1056.0,New,Hyderabad
2789,Residential Plot,Humayunagar,17.5,1657,1056.0,New,Hyderabad
2790,Residential Plot,Shadnagar,9.1,861,1056.0,New,Hyderabad
2791,Residential Plot,Bachupally,24.0,2272,1056.0,New,Hyderabad
2792,Residential Plot,Medchal,38.41,3637,1056.0,Resale,Hyderabad
2793,Residential Plot,Medchal,38.41,3637,1056.0,Resale,Hyderabad
2794,Residential Plot,Bhongir,17.0,1609,1056.0,New,Hyderabad
2795,Residential Plot,Gatkeshwar,16.95,1605,1056.0,New,Hyderabad
2796,Residential Plot,Dammaiguda,33.0,3125,1056.0,New,Hyderabad
2797,Residential Plot,Miyapur,54.0,5113,1056.0,New,Hyderabad
2798,Residential Plot,Bachupally,21.61,2046,1056.0,New,Hyderabad
2799,Residential Plot,Shadnagar,9.6,909,1056.0,New,Hyderabad
2800,4 BHK Independent House,Beeramguda,101.0,6312,1600.0,Ready to move,Hyderabad
2801,4 BHK Independent House,Beeramguda,107.0,5944,1800.0,Ready to move,Hyderabad
2802,4 BHK Independent House,Beeramguda,135.0,5400,2500.0,Ready to move,Hyderabad
2803,2 BHK Independent House,Beeramguda,108.0,8640,1250.0,Ready to move,Hyderabad
2804,4 BHK Independent House,Beeramguda,110.0,10476,1050.0,Ready to move,Hyderabad
2805,4 BHK Independent House,Beeramguda,142.0,5680,2500.0,Ready to move,Hyderabad
2806,3 BHK Independent House,Beeramguda,75.0,6000,1250.0,Ready to move,Hyderabad
2807,4 BHK Independent House,Beeramguda,137.0,7405,1850.0,Ready to move,Hyderabad
2808,4 BHK Independent House,Beeramguda,150.0,6000,2500.0,Ready to move,Hyderabad
2809,4 BHK Independent House,Beeramguda,150.0,7142,2100.0,Ready to move,Hyderabad
2810,2 BHK Independent House,Indresham,90.0,7200,1250.0,Ready to move,Hyderabad
2811,2 BHK Independent House,Indresham,95.0,7600,1250.0,Ready to move,Hyderabad
2812,2 BHK Independent House,Indresham,90.0,7200,1250.0,Ready to move,Hyderabad
2813,2 BHK Independent House,Indresham,80.0,6400,1250.0,Ready to move,Hyderabad
2814,2 BHK Independent House,Indresham,88.0,7040,1250.0,Ready to move,Hyderabad
2815,2 BHK Independent House,Indresham,85.0,6800,1250.0,Ready to move,Hyderabad
2816,2 BHK Independent House,Indresham,86.0,6880,1250.0,Ready to move,Hyderabad
2817,2 BHK Independent House,Muthangi,82.0,6074,1350.0,Ready to move,Hyderabad
2818,2 BHK Independent House,Muthangi,84.0,6000,1400.0,Ready to move,Hyderabad
2819,2 BHK Independent House,Muthangi,84.0,6222,1350.0,Ready to move,Hyderabad
2820,4 BHK Independent House,Beeramguda,150.0,5769,2600.0,Ready to move,Hyderabad
2821,4 BHK Independent House,Beeramguda,145.0,5576,2600.0,Ready to move,Hyderabad
2822,4 BHK Independent House,Beeramguda,155.0,6739,2300.0,Ready to move,Hyderabad
2823,4 BHK Independent House,Beeramguda,135.0,6136,2200.0,Ready to move,Hyderabad
2824,4 BHK Independent House,Beeramguda,170.0,6800,2500.0,Ready to move,Hyderabad
2825,4 BHK Independent House,Beeramguda,137.0,7405,1850.0,Ready to move,Hyderabad
2826,4 BHK Independent House,Beeramguda,150.0,7142,2100.0,Ready to move,Hyderabad
2827,4 BHK Independent House,Beeramguda,150.0,6818,2200.0,Ready to move,Hyderabad
2828,4 BHK Independent House,Beeramguda,150.0,6521,2300.0,Ready to move,Hyderabad
2829,2 BHK Independent House,Muthangi,76.0,5846,1300.0,Ready to move,Hyderabad
2830,2 BHK Independent House,Muthangi,82.0,6074,1350.0,Ready to move,Hyderabad
2831,2 BHK Independent House,Muthangi,83.0,6148,1350.0,Ready to move,Hyderabad
2832,2 BHK Independent House,Muthangi,82.0,6074,1350.0,Ready to move,Hyderabad
2833,2 BHK Independent House,Muthangi,84.0,6000,1400.0,Ready to move,Hyderabad
2834,2 BHK Independent House,muthangi,84.0,6222,1350.0,Ready to move,Hyderabad
2835,2 BHK Independent House,Muthangi,80.0,5925,1350.0,Ready to move,Hyderabad
2836,2 BHK Independent House,Muthangi,85.0,6296,1350.0,Ready to move,Hyderabad
2837,2 BHK Independent House,Muthangi,83.0,6148,1350.0,Ready to move,Hyderabad
2838,2 BHK Independent House,Muthangi,95.0,7600,1250.0,Ready to move,Hyderabad
2839,2 BHK Independent House,Muthangi,80.0,5925,1350.0,Ready to move,Hyderabad
2840,2 BHK Apartment,Attapur,51.5,5421,950.0,Ready to move,Hyderabad
2841,2 BHK Apartment,Attapur,65.1,5502,1183.0,Ready to move,Hyderabad
2842,3 BHK Apartment,Attapur,87.61,5499,1593.0,Ready to move,Hyderabad
2843,2 BHK Apartment,Bowrampet,25.0,2500,1000.0,Under Construction,Hyderabad
2844,5 BHK Independent House,Saidabad Colony Road,275.0,11444,2403.0,Ready to move,Hyderabad
2845,3 BHK Apartment,Miyapur,47.99,2461,1950.0,Under Construction,Hyderabad
2846,Residential Plot,Medchal,16.2,3000,540.0,Resale,Hyderabad
2847,Residential Plot,Medchal,74.76,3111,2403.0,Resale,Hyderabad
2848,Residential Plot,Medchal,102.0,4275,2403.0,Resale,Hyderabad
2849,Residential Plot,Bhongir,64.0,1777,3600.0,New,Hyderabad
2850,Residential Plot,Bhuvanagiri,85.0,1888,4500.0,New,Hyderabad
2851,Residential Plot,Bhuvanagiri,34.0,1888,1800.0,New,Hyderabad
2852,Residential Plot,Bhuvanagiri,53.28,1777,2997.0,New,Hyderabad
2853,Residential Plot,Bhongir,48.0,1777,2700.0,New,Hyderabad
2854,Residential Plot,Bhuvanagiri,80.0,1777,4500.0,New,Hyderabad
2855,Residential Plot,Bhongir,15.5,1722,900.0,New,Hyderabad
2856,Residential Plot,Warangal highway,15.5,1722,900.0,New,Hyderabad
2857,Residential Plot,Bhongir,45.0,1666,2700.0,New,Hyderabad
2858,2 BHK Apartment,Ahmed Colony Hyderabad,54.0,6000,900.0,Ready to move,Hyderabad
2859,2 BHK Apartment,Ahilya Nagar,58.0,5272,1100.0,Ready to move,Hyderabad
2860,Residential Plot,Bibinagar,81.0,4576,1770.0,Resale,Hyderabad
2861,Residential Plot,Adibatla,13.56,826,1640.0,Resale,Hyderabad
2862,Residential Plot,Ibrahimpatnam,18.46,1045,1765.0,Resale,Hyderabad
2863,Residential Plot,Lakdikapul,16.58,891,1860.0,Resale,Hyderabad
2864,Residential Plot,Ashok Nagar,18.75,1109,1690.0,Resale,Hyderabad
2865,Residential Plot,Begumpet,15.63,873,1790.0,Resale,Hyderabad
2866,Residential Plot,Jubilee Hills,17.56,747,2350.0,Resale,Hyderabad
2867,Residential Plot,Abids,24.3,1205,2015.0,New,Hyderabad
2868,Residential Plot,Malkapur,17.8,912,1950.0,New,Hyderabad
2869,Residential Plot,Sanath Nagar,19.66,762,2580.0,Resale,Hyderabad
2870,Residential Plot,Patancheru,18.75,797,2350.0,New,Hyderabad
2871,Residential Plot,Isnapur,17.56,1206,1455.0,New,Hyderabad
2872,Residential Plot,Kompally,21.4,1023,2090.0,Resale,Hyderabad
2873,Residential Plot,Ramanthapur,21.5,918,2340.0,Resale,Hyderabad
2874,Residential Plot,Malakpet,14.52,839,1730.0,New,Hyderabad
2875,Residential Plot,Kompally,27.81,982,2830.0,Resale,Hyderabad
2876,Residential Plot,Chandanagar,25.76,1144,2250.0,Resale,Hyderabad
2877,Residential Plot,Yousufguda,26.84,1113,2410.0,Resale,Hyderabad
2878,Residential Plot,Kavadiguda,22.35,1025,2180.0,Resale,Hyderabad
2879,Residential Plot,Vignanapuri Teachers Colony,31.25,1330,2348.0,New,Hyderabad
2880,4 BHK Independent House,Jubilee Hills,2000.0,32873,6084.0,Ready to move,Hyderabad
2881,2 BHK Apartment,Alkapur township,40.0,5000,800.0,Under Construction,Hyderabad
2882,3 BHK Apartment,7 Tombs Road,56.0,3835,1460.0,Ready to move,Hyderabad
2883,3 BHK Apartment,Manikonda,56.0,3835,1460.0,Ready to move,Hyderabad
2884,3 BHK Apartment,Janachaitanya Colony,58.0,4454,1302.0,Under Construction,Hyderabad
2885,3 BHK Apartment,Janachaitanya Colony,58.0,4454,1302.0,Under Construction,Hyderabad
2886,6 BHK Villa,Jubilee Hills,3600.0,42352,8500.0,Ready to move,Hyderabad
2887,3 BHK Villa,Tukkuguda,89.0,3560,2500.0,Under Construction,Hyderabad
2888,2 BHK Apartment,Attapur,75.0,7575,990.0,Ready to move,Hyderabad
2889,2 BHK Apartment,Triveninagar,50.0,4545,1100.0,Ready to move,Hyderabad
2890,2 BHK Apartment,Bachupally,48.0,4403,1090.0,Ready to move,Hyderabad
2891,2 BHK Apartment,Puppalaguda,75.0,6355,1180.0,Ready to move,Hyderabad
2892,2 BHK Apartment,Flamingo,79.0,8777,900.0,Ready to move,Hyderabad
2893,2 BHK Apartment,First Lancer Road,69.0,5798,1190.0,Ready to move,Hyderabad
2894,2 BHK Independent House,Gajularamaram,130.0,6842,1900.0,Ready to move,Hyderabad
2895,2 BHK Apartment,Gandipet,78.0,7090,1100.0,Ready to move,Hyderabad
2896,2 BHK Apartment,Gachibowli,120.0,9302,1290.0,Ready to move,Hyderabad
2897,2 BHK Apartment,Friends Colony Bandam Kommu,69.0,6272,1100.0,Ready to move,Hyderabad
2898,2 BHK Apartment,Friends Colony Jawahar Colony,69.0,5702,1210.0,Ready to move,Hyderabad
2899,2 BHK Apartment,Friends Colony Sai Nagar,69.0,6330,1090.0,Ready to move,Hyderabad
2900,2 BHK Apartment,Nallagandla Gachibowli,88.12,7005,1259.0,Ready to move,Hyderabad
2901,3 BHK Apartment,Kollur,85.78,5999,1430.0,Under Construction,Hyderabad
2902,3 BHK Apartment,Nallagandla Gachibowli,110.0,7004,1572.0,Ready to move,Hyderabad
2903,3 BHK Apartment,Nallagandla Gachibowli,129.0,7003,1854.0,Ready to move,Hyderabad
2904,2 BHK Apartment,Nallagandla Gachibowli,73.35,7006,1048.0,Ready to move,Hyderabad
2905,3 BHK Apartment,Nallagandla Gachibowli,96.87,7004,1384.0,Ready to move,Hyderabad
2906,3 BHK Apartment,Nallagandla Gachibowli,121.0,7003,1730.0,Ready to move,Hyderabad
2907,3 BHK Apartment,Nallagandla Gachibowli,78.04,7005,1115.0,Ready to move,Hyderabad
2908,3 BHK Apartment,Nallagandla Gachibowli,122.0,7003,1754.0,Ready to move,Hyderabad
2909,3 BHK Apartment,Nallagandla Gachibowli,119.0,7003,1707.0,Ready to move,Hyderabad
2910,3 BHK Apartment,Nallagandla Gachibowli,128.0,7003,1841.0,Ready to move,Hyderabad
2911,2 BHK Apartment,Nallagandla Gachibowli,92.74,7004,1325.0,Ready to move,Hyderabad
2912,3 BHK Apartment,Nallagandla Gachibowli,133.0,7003,1912.0,Ready to move,Hyderabad
2913,3 BHK Apartment,Nallagandla Gachibowli,116.0,7003,1669.0,Ready to move,Hyderabad
2914,3 BHK Apartment,Nallagandla Gachibowli,109.0,7004,1569.0,Ready to move,Hyderabad
2915,2 BHK Apartment,Nallagandla Gachibowli,80.28,7005,1147.0,Ready to move,Hyderabad
2916,2 BHK Apartment,Nallagandla Gachibowli,80.0,7005,1143.0,Ready to move,Hyderabad
2917,2 BHK Apartment,Nallagandla Gachibowli,76.85,7005,1098.0,Ready to move,Hyderabad
2918,2 BHK Apartment,Nallagandla Gachibowli,109.0,7000,1564.0,Ready to move,Hyderabad
2919,2 BHK Apartment,Nallagandla Gachibowli,90.85,7004,1298.0,Ready to move,Hyderabad
2920,Residential Plot,Tukkuguda,32.0,1777,1800.0,New,Hyderabad
2921,Residential Plot,Yacharam Mandal,14.15,888,1593.0,New,Hyderabad
2922,Residential Plot,Kandukur,13.19,888,1485.0,New,Hyderabad
2923,Residential Plot,Mirkhanpet,19.99,1111,1800.0,New,Hyderabad
2924,Residential Plot,Yacharam Mandal,17.49,1111,1575.0,New,Hyderabad
2925,Residential Plot,Kandukur,16.69,1111,1503.0,New,Hyderabad
2926,Residential Plot,Maheshwaram,21.0,1333,1575.0,New,Hyderabad
2927,Residential Plot,Maheshwaram,15.24,1333,1143.0,New,Hyderabad
2928,Residential Plot,Maheshwaram,15.0,1333,1125.0,New,Hyderabad
2929,Residential Plot,Maheshwaram,25.05,1666,1503.0,New,Hyderabad
2930,Residential Plot,Kandukur,25.05,1666,1503.0,New,Hyderabad
2931,Residential Plot,Srisailam Highway,25.05,1666,1503.0,New,Hyderabad
2932,Residential Plot,Shamshabad,36.0,2000,1800.0,New,Hyderabad
2933,Residential Plot,Shamshabad,39.96,2000,1998.0,New,Hyderabad
2934,Residential Plot,Bhuvanagiri,20.04,1333,1503.0,New,Hyderabad
2935,Residential Plot,Mansanpally,27.99,1555,1800.0,New,Hyderabad
2936,Residential Plot,Mansanpally Highway,27.43,1555,1764.0,New,Hyderabad
2937,Residential Plot,Tukkuguda,41.06,2055,1998.0,New,Hyderabad
2938,Residential Plot,Tukkuguda,40.69,2055,1980.0,New,Hyderabad
2939,Residential Plot,Mirkhanpet,16.19,999,1620.0,New,Hyderabad
2940,Residential Plot,Kandukur,25.05,1666,1503.0,New,Hyderabad
2941,Residential Plot,Srisailam Highway,25.05,1666,1503.0,New,Hyderabad
2942,Residential Plot,Choutuppal,18.37,1222,1503.0,New,Hyderabad
2943,Residential Plot,Yacharam Mandal,22.0,1222,1800.0,New,Hyderabad
2944,Residential Plot,Medchal,74.76,3111,2403.0,New,Hyderabad
2945,Residential Plot,Medchal,74.76,3111,2403.0,New,Hyderabad
2946,Residential Plot,Warangal highway,33.3,1666,1998.0,New,Hyderabad
2947,Residential Plot,Bhuvanagiri,30.0,1666,1800.0,New,Hyderabad
2948,Residential Plot,Ghatkesar,15.0,1111,1350.0,New,Hyderabad
2949,Residential Plot,Ghatkesar,22.0,1222,1800.0,New,Hyderabad
2950,Residential Plot,Ghatkesar Road,12.99,1111,1170.0,New,Hyderabad
2951,Residential Plot,Bhuvanagiri,45.0,1666,2700.0,New,Hyderabad
2952,Residential Plot,Bhuvanagiri,33.3,1666,1998.0,New,Hyderabad
2953,Residential Plot,Bhanur,55.86,4666,1197.0,New,Hyderabad
2954,Residential Plot,Wangapalli,8.0,444,1800.0,New,Hyderabad
2955,Residential Plot,Warangal Highway Aler,10.0,555,1800.0,Resale,Hyderabad
2956,Residential Plot,Alair,9.99,555,1800.0,Resale,Hyderabad
2957,Residential Plot,Warangal Highway Aler,10.0,555,1800.0,Resale,Hyderabad
2958,Residential Plot,Sadashivpet,45.0,1666,2700.0,New,Hyderabad
2959,Residential Plot,Sadashivpet,45.0,1666,2700.0,New,Hyderabad
2960,Residential Plot,Srisailam Highway,25.05,1666,1503.0,New,Hyderabad
2961,Residential Plot,Tukkuguda,39.6,2444,1620.0,New,Hyderabad
2962,Residential Plot,Tukkuguda,44.0,2444,1800.0,New,Hyderabad
2963,Residential Plot,Mirkhanpet,13.69,1111,1233.0,New,Hyderabad
2964,Residential Plot,Warangal Highway Aler,10.0,555,1800.0,Resale,Hyderabad
2965,Residential Plot,Alair,9.99,555,1800.0,Resale,Hyderabad
2966,Residential Plot,Warangal Highway Aler,10.0,555,1800.0,Resale,Hyderabad
2967,Residential Plot,Sadashivpet,45.0,1666,2700.0,New,Hyderabad
2968,Residential Plot,Sadashivpet,45.0,1666,2700.0,New,Hyderabad
2969,Residential Plot,Sadashivpet,45.0,1666,2700.0,New,Hyderabad
2970,Residential Plot,Sadashivpet,33.3,1666,1998.0,New,Hyderabad
2971,Residential Plot,Sadashivpet,30.0,1666,1800.0,New,Hyderabad
2972,Residential Plot,Yadagirigutta,48.06,2000,2403.0,New,Hyderabad
2973,Residential Plot,Teachers Colony,30.06,2000,1503.0,New,Hyderabad
2974,Residential Plot,Bhongir,34.0,1888,1800.0,New,Hyderabad
2975,Residential Plot,Bibinagar,21.28,1777,1197.0,New,Hyderabad
2976,Residential Plot,Bibinagar,32.0,1777,1800.0,New,Hyderabad
2977,Residential Plot,Bibinagar,16.0,1777,900.0,New,Hyderabad
2978,Residential Plot,Bibinagar,16.0,1777,900.0,New,Hyderabad
2979,Residential Plot,Bhuvanagiri,12.5,1388,900.0,New,Hyderabad
2980,3 BHK Apartment,Ameenpur,76.78,4799,1600.0,Under Construction,Hyderabad
2981,2 BHK Apartment,Ameenpur,55.18,4799,1150.0,Under Construction,Hyderabad
2982,2 BHK Apartment,Miyapur HMT Swarnapuri Colony,53.48,4999,1070.0,Ready to move,Hyderabad
2983,2 BHK Apartment,Ameenpur,54.05,4700,1150.0,Under Construction,Hyderabad
2984,2 BHK Apartment,Ameenpur,54.05,4700,1150.0,Under Construction,Hyderabad
2985,2 BHK Apartment,Miyapur,48.96,4800,1020.0,Ready to move,Hyderabad
2986,2 BHK Apartment,Miyapur,48.96,4800,1020.0,Ready to move,Hyderabad
2987,2 BHK Apartment,Miyapur,51.36,4800,1070.0,Ready to move,Hyderabad
2988,2 BHK Apartment,Miyapur HMT Swarnapuri Colony,51.36,4800,1070.0,Ready to move,Hyderabad
2989,2 BHK Apartment,Miyapur,51.36,4800,1070.0,Ready to move,Hyderabad
2990,2 BHK Apartment,Ameenpur,51.75,4500,1150.0,Under Construction,Hyderabad
2991,2 BHK Apartment,Ameenpur,55.18,4798,1150.0,Under Construction,Hyderabad
2992,2 BHK Apartment,Miyapur,53.48,4998,1070.0,Ready to move,Hyderabad
2993,2 BHK Apartment,Ameenpur,55.18,4799,1150.0,Under Construction,Hyderabad
2994,2 BHK Apartment,Miyapur,53.48,4999,1070.0,Ready to move,Hyderabad
